被験者名,ID9
試行事例,メンデルソン手技
隆起部上センサ,1
最大挙上時間,66
安静時間,30
CH1,CH2,Difference,LOG,Detection
1.296,0.0016,0.0,0,0
1.2832000000000001,0.0016,0.0,0,0
1.28,0.0,0.0,0,0
1.2816,0.0016,0.0,0,0
1.2816,0.0016,0.003520000000000012,0,0
1.2864,0.0016,0.004479999999999995,0,0
1.2912000000000001,0.0,0.002880000000000038,0,0
1.3024,0.0016,0.004479999999999995,0,0
1.3088,0.0,0.005439999999999978,0,0
1.3104,0.0016,0.005759999999999987,0,0
1.3072000000000001,0.0016,0.005439999999999978,0,0
1.3008,0.0016,0.005759999999999987,0,0
1.2992000000000001,0.0,0.0038399999999999767,0,0
1.304,0.0016,0.0035199999999999676,0,0
1.3072000000000001,0.0,0.0038399999999999767,0,0
1.3136,0.0016,0.004479999999999995,0,0
1.3408,0.0016,0.008639999999999936,0,0
1.3488,0.0016,0.009919999999999974,0,0
1.336,0.0,0.011519999999999975,0,0
1.32,0.0016,0.014079999999999959,0,0
1.1792,0.0016,0.040959999999999976,0,0
1.064,0.0016,0.05855999999999999,0,0
1.0688,0.0016,0.05791999999999997,0,0
1.0576,0.0016,0.057599999999999964,0,0
1.0288000000000002,0.0016,0.06015999999999995,0,0
1.0032,0.0016,0.03711999999999995,0,0
0.9984000000000001,0.0016,0.015039999999999965,0,0
1.0144,0.0016,0.017279999999999962,0,0
1.0368,0.0016,0.019519999999999982,0,0
1.104,0.0016,0.027200000000000023,0,0
1.2576,0.0016,0.0528,0,0
1.3776000000000002,0.0,0.07584000000000002,0,0
1.3168,0.0,0.08480000000000007,0,0
1.2672,0.0016,0.09024000000000006,0,0
1.352,0.0016,0.09376000000000002,0,0
1.3728,0.0016,0.06720000000000001,0,0
1.248,0.0,0.06816,0,0
1.288,0.0,0.06399999999999997,0,0
1.344,0.0016,0.06528,0,0
1.296,0.0016,0.05792000000000001,0,0
1.2656,0.0016,0.059840000000000025,0,0
1.2272,0.0016,0.04256000000000002,0,0
1.208,0.0,0.03840000000000003,0,0
1.2016,0.0016,0.028480000000000016,0,0
1.2304000000000002,0.0016,0.02464000000000004,0,0
1.2432,0.0,0.021120000000000028,0,0
1.2496,0.0016,0.014720000000000021,0,0
1.2528000000000001,0.0016,0.01152000000000002,0,0
1.2416,0.0016,0.012480000000000047,0,0
1.224,0.0016,0.010240000000000027,0,0
1.216,0.0016,0.009280000000000043,0,0
1.2144000000000001,0.0016,0.008320000000000017,0,0
1.2144000000000001,0.0016,0.007679999999999998,0,0
1.2064000000000001,0.0016,0.0070399999999999794,0,0
1.1904000000000001,0.0016,0.006719999999999971,0,0
1.1760000000000002,0.0016,0.007999999999999962,0,0
1.1680000000000001,0.0,0.00928,0,0
1.1632,0.0016,0.010240000000000027,0,0
1.1616,0.0,0.008960000000000034,0,0
1.1760000000000002,0.0016,0.00864000000000007,0,0
1.1856,0.0016,0.007680000000000043,0,0
1.192,0.0016,0.007360000000000033,0,0
1.1952,0.0,0.007040000000000024,0,0
1.2,0.0016,0.007679999999999998,0,0
1.1936,0.0016,0.006079999999999952,0,0
1.1808,0.0016,0.006719999999999971,0,0
1.1696,0.0016,0.007679999999999998,0,0
